distance_km,duration_min,main_road_percentage,crime_density,max_crime_exposure,lighting_score,population_score,traffic_score,crime_hotspot_percentage,hour_of_day,day_of_week,is_weekend,is_night,is_rush_hour,speed_kmh,crime_per_km,lighting_per_km,crime_to_lighting_ratio,crime_to_population_ratio,night_crime_risk,night_lighting_deficit,safety_score
12.2136,18.935,0.0,0.0,0.0,5.0,5.0,5.0,0.0,15,5,1,0,0,38.70166358595194,0.0,61.068,0.0,0.0,0,0,100
10.6286,13.905,0.0,0.0,0.0,5.0,5.0,5.0,0.0,15,5,1,0,0,45.86235167206041,0.0,53.143,0.0,0.0,0,0,100
9.5383,12.063333333333333,0.0,0.0,0.0,5.0,5.0,5.0,0.0,15,5,1,0,0,47.44111633047803,0.0,47.6915,0.0,0.0,0,0,100
7.7806999999999995,10.713333333333333,0.0,0.0,0.0,5.0,5.0,5.0,0.0,15,5,1,0,0,43.57579340385812,0.0,38.903499999999994,0.0,0.0,0,0,100
10.052200000000001,12.491666666666667,0.0,0.0,0.0,5.0,5.0,5.0,0.0,15,5,1,0,0,48.28274849899933,0.0,50.261,0.0,0.0,0,0,100
9.347,12.729999999999999,0.0,0.0,0.0,5.0,5.0,5.0,0.0,15,5,1,0,0,44.054988216810685,0.0,46.735,0.0,0.0,0,0,100
10.9184,17.008333333333333,0.0,0.0,0.0,5.0,5.0,5.0,0.0,15,5,1,0,0,38.51664870161685,0.0,54.592,0.0,0.0,0,0,100
10.707799999999999,15.083333333333334,0.0,0.0,0.0,5.0,5.0,5.0,0.0,15,5,1,0,0,42.5945635359116,0.0,53.538999999999994,0.0,0.0,0,0,100
15.713700000000001,17.151666666666664,0.0,0.0,0.0,5.01,5.0,5.0,0.0,15,5,1,0,0,54.969701681080565,0.0,78.725637,0.0,0.0,0,0,100
16.7611,17.898333333333333,0.0,0.0,0.0,5.01,5.0,5.0,0.0,15,5,1,0,0,56.187689729025045,0.0,83.97311099999999,0.0,0.0,0,0,100
17.011200000000002,20.220000000000002,0.0,0.0,0.0,5.0,5.0,5.0,0.0,15,5,1,0,0,50.47833827893175,0.0,85.05600000000001,0.0,0.0,0,0,100
16.1687,18.59,0.0,0.0,0.0,5.01,5.0,5.0,0.0,15,5,1,0,0,52.185153308230234,0.0,81.005187,0.0,0.0,0,0,100
16.1046,18.540000000000003,0.0,0.0,0.0,5.01,5.0,5.0,0.0,15,5,1,0,0,52.11844660194174,0.0,80.68404600000001,0.0,0.0,0,0,100
6.9775,7.665,0.0,0.0,0.0,5.0,5.0,5.0,0.0,15,5,1,0,0,54.61839530332681,0.0,34.8875,0.0,0.0,0,0,100
6.9847,7.683333333333334,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,54.544295010845985,0.0,34.923500000000004,0.0,0.0,0,0,100
8.340399999999999,10.181666666666667,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,49.149517105909304,0.0,41.702,0.0,0.0,0,0,100
7.4982,9.520000000000001,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,47.25756302521008,0.0,37.491,0.0,0.0,0,0,100
9.4955,11.82,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,48.200507614213194,0.0,47.4775,0.0,0.0,0,0,100
8.6038,10.998333333333333,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,46.936929837854215,0.0,43.019,0.0,0.0,0,0,100
10.206,13.883333333333333,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,44.107563025210084,0.0,51.03,0.0,0.0,0,0,100
9.3974,11.916666666666666,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,47.31558041958042,0.0,46.986999999999995,0.0,0.0,0,0,100
9.5751,12.754999999999999,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,45.04163073304587,0.0,47.8755,0.0,0.0,0,0,100
9.5694,13.056666666666667,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,43.97477661475619,0.0,47.847,0.0,0.0,0,0,100
7.8903,9.754999999999999,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,48.5308047155305,0.0,39.451499999999996,0.0,0.0,0,0,100
10.6465,13.948333333333332,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,45.7968693989724,0.0,53.2325,0.0,0.0,0,0,100
9.3506,10.979999999999999,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,51.096174863387986,0.0,46.753,0.0,0.0,0,0,100
7.5681,10.316666666666666,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,44.01479806138934,0.0,37.8405,0.0,0.0,0,0,100
10.07,12.535,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,48.20103709613083,0.0,50.35,0.0,0.0,0,0,100
9.364799999999999,12.773333333333333,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,43.98914405010438,0.0,46.824,0.0,0.0,0,0,100
10.936200000000001,17.051666666666666,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,38.481399667676676,0.0,54.681000000000004,0.0,0.0,0,0,100
10.7256,15.126666666666667,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,42.54314676068753,0.0,53.628,0.0,0.0,0,0,100
9.3736,14.063333333333333,0.0,0.0,0.0,5.0,5.0,5.0,0.0,11,6,1,0,0,39.9916567907087,0.0,46.867999999999995,0.0,0.0,0,0,100
9.3736,14.063333333333333,0.0,0.0,0.0,5.0,5.0,5.0,0.0,11,6,1,0,0,39.9916567907087,0.0,46.867999999999995,0.0,0.0,0,0,100
9.3736,14.063333333333333,0.0,0.0,0.0,5.0,5.0,5.0,0.0,11,6,1,0,0,39.9916567907087,0.0,46.867999999999995,0.0,0.0,0,0,100
6.9688,7.645,0.0,0.0,0.0,5.0,5.0,5.0,0.0,11,6,1,0,0,54.69300196206672,0.0,34.844,0.0,0.0,0,0,100
6.9342,7.6066666666666665,0.0,0.0,0.0,5.0,5.0,5.0,0.0,11,6,1,0,0,54.6957055214724,0.0,34.671,0.0,0.0,0,0,100
6.9718,7.651666666666667,0.0,0.0,0.0,5.0,5.0,5.0,0.0,11,6,1,0,0,54.668873883685464,0.0,34.859,0.0,0.0,0,0,100
16.2531,19.988333333333333,25.49,3.12,37.0,5.7,9.6,3.05,17.65,11,6,1,0,0,48.787759526390396,0.19196337929379625,92.64267,0.46567164179104475,0.2943396226415095,0,0,42.13
16.0151,23.615000000000002,18.87,1.4,17.0,5.59,8.36,3.52,11.32,11,6,1,0,0,40.69049333051027,0.08741749973462544,89.524409,0.212443095599393,0.14957264957264957,0,0,61.2
6.27,6.775,0.0,0.0,0.0,5.0,5.0,5.0,0.0,19,1,0,0,1,55.52767527675276,0.0,31.349999999999998,0.0,0.0,0,0,100
6.2328,6.6066666666666665,0.0,0.0,0.0,5.0,5.0,5.0,0.0,19,1,0,0,1,56.60464177598386,0.0,31.164,0.0,0.0,0,0,100
6.27,6.775,0.0,0.0,0.0,5.0,5.0,5.0,0.0,19,1,0,0,1,55.52767527675276,0.0,31.349999999999998,0.0,0.0,0,0,100
6.2798,6.798333333333333,0.0,0.0,0.0,5.0,5.0,5.0,0.0,17,5,1,0,1,55.423584211816625,0.0,31.399,0.0,0.0,0,0,100
6.2672,6.7683333333333335,0.0,0.0,0.0,5.0,5.0,5.0,0.0,17,5,1,0,1,55.5575474021177,0.0,31.336,0.0,0.0,0,0,100
6.2894,6.781666666666666,0.0,0.0,0.0,5.0,5.0,5.0,0.0,17,5,1,0,1,55.64472843450479,0.0,31.447,0.0,0.0,0,0,100
6.2811,6.761666666666667,0.0,0.0,0.0,5.0,5.0,5.0,0.0,18,5,1,0,1,55.73566674882919,0.0,31.405500000000004,0.0,0.0,0,0,100
6.2637,6.760000000000001,0.0,0.0,0.0,5.0,5.0,5.0,0.0,18,5,1,0,1,55.59497041420118,0.0,31.3185,0.0,0.0,0,0,100
6.2701,6.775,0.0,0.0,0.0,5.0,5.0,5.0,0.0,19,5,1,0,1,55.528560885608854,0.0,31.3505,0.0,0.0,0,0,100
6.2352,6.743333333333334,0.0,0.0,0.0,5.0,5.0,5.0,0.0,20,5,1,0,1,55.47879387048937,0.0,31.176,0.0,0.0,0,0,100
6.2701,6.775,0.0,0.0,0.0,5.0,5.0,5.0,0.0,20,5,1,0,1,55.528560885608854,0.0,31.3505,0.0,0.0,0,0,100
6.2718,6.778333333333333,0.0,0.0,0.0,5.0,5.0,5.0,0.0,20,5,1,0,1,55.51630194246373,0.0,31.358999999999998,0.0,0.0,0,0,100
6.9693000000000005,7.645,0.0,0.0,0.0,5.0,5.0,5.0,0.0,17,0,0,0,1,54.69692609548726,0.0,34.846500000000006,0.0,0.0,0,0,100
6.9733,7.655,0.0,0.0,0.0,5.0,5.0,5.0,0.0,17,0,0,0,1,54.65682560418028,0.0,34.8665,0.0,0.0,0,0,100
